caller_file,caller_line,caller_func,callee_file,callee_line,callee_func,calls,edge_tottime_approx,edge_cumtime_approx,callee_tottime_total,callee_cumtime_total
core.py,6607,isMaskedArray,~,0,<built-in method builtins.isinstance>,90,4.3019e-05,4.3019e-05,0.680468115,0.681202152
fromnumeric.py,2255,sum,~,0,<built-in method builtins.isinstance>,2394625,0.679207016,0.679207016,0.680468115,0.681202152
fromnumeric.py,1639,diagonal,~,0,<built-in method builtins.isinstance>,30,3.082e-05,3.082e-05,0.680468115,0.681202152
zmqstream.py,547,_run_callback,~,0,<built-in method builtins.isinstance>,2,8.442e-06,4.5196000000000006e-05,0.680468115,0.681202152
session.py,280,extract_header,~,0,<built-in method builtins.isinstance>,1,1.7400000000000002e-07,1.7400000000000002e-07,0.680468115,0.681202152
traitlets.py,2373,validate,~,0,<built-in method builtins.isinstance>,1,5.09e-07,5.09e-07,0.680468115,0.681202152
encoder.py,183,encode,~,0,<built-in method builtins.isinstance>,8,2.854e-06,2.854e-06,0.680468115,0.681202152
typing.py,1492,__subclasscheck__,~,0,<built-in method builtins.isinstance>,4,2.78e-06,2.78e-06,0.680468115,0.681202152
enum.py,1543,_get_value,~,0,<built-in method builtins.isinstance>,70,2.2721e-05,2.2721e-05,0.680468115,0.681202152
_linalg.py,148,_commonType,~,0,<built-in method builtins.issubclass>,15,1.1143e-05,1.1143e-05,1.162618133,1.1626291930000001
_type_check_impl.py,265,iscomplexobj,~,0,<built-in method builtins.issubclass>,90,5.5258000000000005e-05,5.5258000000000005e-05,1.162618133,1.1626291930000001
_linalg.py,128,isComplexType,~,0,<built-in method builtins.issubclass>,30,8.506000000000001e-06,8.506000000000001e-06,1.162618133,1.1626291930000001
numerictypes.py,288,issubclass_,~,0,<built-in method builtins.issubclass>,1589240,1.01977376,1.01977376,1.162618133,1.1626291930000001
numerictypes.py,470,issubdtype,~,0,<built-in method builtins.issubclass>,794620,0.142762514,0.142762514,1.162618133,1.1626291930000001
typing.py,1492,__subclasscheck__,~,0,<built-in method builtins.issubclass>,2,6.9520000000000005e-06,1.8012e-05,1.162618133,1.1626291930000001
_function_base_impl.py,343,iterable,~,0,<built-in method builtins.iter>,180,0.00011458800000000001,0.00011458800000000001,0.00011458800000000001,0.00011458800000000001
~,0,<built-in method time.sleep>,~,0,<built-in method builtins.len>,12,1.0778e-05,1.0778e-05,0.43671450300000003,0.43671450300000003
selectors.py,451,select,~,0,<built-in method builtins.len>,3,1.003e-06,1.003e-06,0.43671450300000003,0.43671450300000003
base_events.py,1922,_run_once,~,0,<built-in method builtins.len>,4,1.45e-06,1.45e-06,0.43671450300000003,0.43671450300000003
session.py,751,send,~,0,<built-in method builtins.len>,7,1.326e-06,1.326e-06,0.43671450300000003,0.43671450300000003
numeric.py,1373,normalize_axis_tuple,~,0,<built-in method builtins.len>,8,3.191e-06,3.191e-06,0.43671450300000003,0.43671450300000003
_internal.py,448,_promote_fields,~,0,<built-in method builtins.len>,52,7.865e-06,7.865e-06,0.43671450300000003,0.43671450300000003
numeric.py,1437,moveaxis,~,0,<built-in method builtins.len>,4,6.310000000000001e-07,6.310000000000001e-07,0.43671450300000003,0.43671450300000003
_function_base_impl.py,1324,diff,~,0,<built-in method builtins.len>,31,8.977e-06,8.977e-06,0.43671450300000003,0.43671450300000003
linalg_helper.py,166,_fill_heff_hermitian,~,0,<built-in method builtins.len>,180,4.8119000000000005e-05,4.8119000000000005e-05,0.43671450300000003,0.43671450300000003
linalg_helper.py,1409,_qr,~,0,<built-in method builtins.len>,15,4.354e-06,4.354e-06,0.43671450300000003,0.43671450300000003
numpy_helper.py,478,take_2d,~,0,<built-in method builtins.len>,180,0.000113053,0.000113053,0.43671450300000003,0.43671450300000003
linalg_helper.py,291,davidson1,~,0,<built-in method builtins.len>,278,0.00023829000000000002,0.00023829000000000002,0.43671450300000003,0.43671450300000003
_decomp.py,284,eigh,~,0,<built-in method builtins.len>,90,7.1603e-05,7.1603e-05,0.43671450300000003,0.43671450300000003
selected_ci.py,175,cre_des_linkstr,~,0,<built-in method builtins.len>,120,0.00015201,0.00015201,0.43671450300000003,0.43671450300000003
cistring.py,113,_strs2occslst,~,0,<built-in method builtins.len>,30,9.912000000000001e-06,9.912000000000001e-06,0.43671450300000003,0.43671450300000003
selected_ci.py,194,des_des_linkstr,~,0,<built-in method builtins.len>,179,0.000115556,0.000115556,0.43671450300000003,0.43671450300000003
selected_ci.py,289,make_hdiag,~,0,<built-in method builtins.len>,30,2.3573000000000003e-05,2.3573000000000003e-05,0.43671450300000003,0.43671450300000003
selected_ci.py,313,kernel_fixed_space,~,0,<built-in method builtins.len>,30,1.3412000000000001e-05,1.3412000000000001e-05,0.43671450300000003,0.43671450300000003
subsampling.py,96,postselect_by_hamming_right_and_left,~,0,<built-in method builtins.len>,1,2.5200000000000003e-07,2.5200000000000003e-07,0.43671450300000003,0.43671450300000003
fermion.py,66,__post_init__,~,0,<built-in method builtins.len>,30,4.0676e-05,4.0676e-05,0.43671450300000003,0.43671450300000003
subsampling.py,147,subsample,~,0,<built-in method builtins.len>,5,1.307e-05,1.307e-05,0.43671450300000003,0.43671450300000003
configuration_recovery.py,59,recover_configurations,~,0,<built-in method builtins.len>,4,1.2170000000000002e-06,1.2170000000000002e-06,0.43671450300000003,0.43671450300000003
selected_ci.py,769,get_init_guess,~,0,<built-in method builtins.len>,30,3.4717e-05,3.4717e-05,0.43671450300000003,0.43671450300000003
lapack.py,1025,_compute_lwork,~,0,<built-in method builtins.len>,90,2.9400000000000003e-05,2.9400000000000003e-05,0.43671450300000003,0.43671450300000003
_arraysetops_impl.py,327,reshape_uniq,~,0,<built-in method builtins.len>,1,8.130000000000001e-07,8.130000000000001e-07,0.43671450300000003,0.43671450300000003
_arraysetops_impl.py,131,_unpack_tuple,~,0,<built-in method builtins.len>,1557950,0.43564873600000004,0.43564873600000004,0.43671450300000003,0.43671450300000003
numeric.py,1736,indices,~,0,<built-in method builtins.len>,90,0.00011250000000000001,0.00011250000000000001,0.43671450300000003,0.43671450300000003
iostream.py,107,_handle_event,~,0,<built-in method builtins.len>,2,6.420000000000001e-07,6.420000000000001e-07,0.43671450300000003,0.43671450300000003
queue.py,209,_qsize,~,0,<built-in method builtins.len>,2,8.8e-07,8.8e-07,0.43671450300000003,0.43671450300000003
session.py,273,msg_header,~,0,<built-in method builtins.locals>,1,3.221e-06,3.221e-06,3.221e-06,3.221e-06
~,0,<built-in method time.sleep>,~,0,<built-in method builtins.max>,4,2.2777000000000002e-05,2.2777000000000002e-05,0.0004940620000000001,0.0004940620000000001
selectors.py,451,select,~,0,<built-in method builtins.max>,3,3.829e-06,3.829e-06,0.0004940620000000001,0.0004940620000000001
base_events.py,1922,_run_once,~,0,<built-in method builtins.max>,1,6.08e-07,6.08e-07,0.0004940620000000001,0.0004940620000000001
session.py,751,send,~,0,<built-in method builtins.max>,1,1.695e-06,1.695e-06,0.0004940620000000001,0.0004940620000000001
linalg_helper.py,291,davidson1,~,0,<built-in method builtins.max>,86,0.000463136,0.000463136,0.0004940620000000001,0.0004940620000000001
asyncio.py,210,call_at,~,0,<built-in method builtins.max>,1,2.017e-06,2.017e-06,0.0004940620000000001,0.0004940620000000001
~,0,<built-in method time.sleep>,~,0,<built-in method builtins.min>,1,2.385e-06,2.385e-06,0.000446167,0.00045770600000000005
base_events.py,1922,_run_once,~,0,<built-in method builtins.min>,1,1.2110000000000001e-06,1.2110000000000001e-06,0.000446167,0.00045770600000000005
linalg_helper.py,1490,_normalize_xt_,~,0,<built-in method builtins.min>,75,0.000348141,0.000348141,0.000446167,0.00045770600000000005
linalg_helper.py,291,davidson1,~,0,<built-in method builtins.min>,14,2.6705000000000003e-05,2.6705000000000003e-05,0.000446167,0.00045770600000000005
fermion.py,149,diagonalize_fermionic_hamiltonian,~,0,<built-in method builtins.min>,5,6.7725e-05,7.9264e-05,0.000446167,0.00045770600000000005
~,0,<built-in method time.sleep>,~,0,<built-in method builtins.round>,92,0.00030607100000000004,0.00030607100000000004,2.18810273,2.18810273
configuration_recovery.py,181,_bipartite_bitstring_correcting,~,0,<built-in method builtins.round>,794516,2.187796659,2.187796659,2.18810273,2.18810273
~,0,<built-in method time.sleep>,~,0,<built-in method builtins.sorted>,1,0.001003933,0.001003933,0.084554693,0.084554693
numeric.py,1437,moveaxis,~,0,<built-in method builtins.sorted>,2,7.221000000000001e-06,7.221000000000001e-06,0.084554693,0.084554693
selected_ci.py,194,des_des_linkstr,~,0,<built-in method builtins.sorted>,119,0.083543539,0.083543539,0.084554693,0.084554693
direct_spin1.py,178,absorb_h1e,~,0,<built-in method builtins.sum>,15,3.5756e-05,3.5756e-05,3.5756e-05,3.5756e-05
iostream.py,584,_rotate_buffer,~,0,<method '__exit__' of '_thread.RLock' objects>,1,8.760000000000001e-07,8.760000000000001e-07,8.760000000000001e-07,8.760000000000001e-07
threading.py,1155,_wait_for_tstate_lock,~,0,<method 'acquire' of '_thread.lock' objects>,1,1.638e-06,1.638e-06,1.638e-06,1.638e-06
queue.py,97,empty,~,0,<method '__exit__' of '_thread.lock' objects>,2,1.294e-06,1.294e-06,1.294e-06,1.294e-06
iostream.py,577,_flush_buffer,~,0,<method 'close' of '_io.StringIO' objects>,1,3.77e-07,3.77e-07,3.77e-07,3.77e-07
