filename,lineno,func,prim_calls,total_calls,tottime,cumtime
configuration_recovery.py,122,<genexpr>,744765,744765,0.343554548,0.343554548
__init__.py,96,_xla_gc_callback,4,4,2.4378000000000003e-05,2.4378000000000003e-05
direct_spin1.py,926,<lambda>,36,36,0.00014861100000000002,0.023343144000000003
selected_ci.py,926,_as_SCIvector,84,84,0.000133127,0.00037145
selected_ci.py,931,_as_SCIvector_if_not,18,18,1.1018e-05,1.5799000000000002e-05
selected_ci.py,893,_unpack,66,66,0.00016318000000000002,0.00030529600000000004
selected_ci.py,484,make_rdm1s,12,12,6.6042e-05,0.0018079810000000002
selected_ci.py,189,cre_des_linkstr_tril,12,12,1.2042000000000001e-05,0.000319417
selected_ci.py,230,des_des_linkstr_tril,12,12,1.0235000000000001e-05,1.4136000000000002e-05
selected_ci.py,350,<lambda>,30,30,0.000233111,0.000233111
selected_ci.py,739,__init__,6,6,1.6469e-05,3.9854e-05
selected_ci.py,818,make_rdm1,6,6,3.1782e-05,0.0008255560000000001
selected_ci.py,914,__array_finalize__,234,234,0.00019358500000000002,0.000262688
_misc.py,181,_datacopied,36,36,9.88e-06,9.88e-06
lapack.py,1055,<genexpr>,108,108,0.00010823000000000001,0.00032099200000000003
logger.py,219,new_logger,6,6,4.2234e-05,0.00012395100000000002
blas.py,395,getter,36,36,0.00011124600000000001,0.00020310300000000002
lapack.py,1025,_compute_lwork,36,36,0.000463708,0.0008639330000000001
misc.py,677,check_sanity,6,6,9.043e-05,0.00028747
core.py,6607,isMaskedArray,36,36,5.0495000000000004e-05,6.0950000000000004e-05
asyncio.py,200,_handle_events,2,2,8.808000000000001e-06,0.000968428
asyncio.py,210,call_at,1,1,8.268000000000001e-06,4.4489e-05
_twodim_base_impl.py,968,<genexpr>,108,108,0.000450807,0.0018995720000000002
_linalg.py,493,inv,6,6,0.000244491,0.000436708
_function_base_impl.py,343,iterable,72,72,7.090400000000001e-05,9.6632e-05
_function_base_impl.py,245,_flip_dispatcher,1,1,1.9300000000000002e-07,1.9300000000000002e-07
_function_base_impl.py,1320,_diff_dispatcher,13,13,3.468e-06,3.468e-06
_arraysetops_impl.py,139,_unique_dispatcher,108210,108210,0.02261287,0.02261287
fromnumeric.py,1959,nonzero,13,13,1.5501e-05,0.00043703800000000005
fromnumeric.py,824,_argpartition_dispatcher,6,6,1.5320000000000001e-06,1.5320000000000001e-06
fromnumeric.py,1081,_argsort_dispatcher,8,8,1.565e-06,1.565e-06
fromnumeric.py,1204,_argmax_dispatcher,66,66,1.5648e-05,1.5648e-05
fromnumeric.py,1398,_searchsorted_dispatcher,1,1,2.9500000000000003e-07,2.9500000000000003e-07
fromnumeric.py,1635,_diagonal_dispatcher,12,12,2.95e-06,2.95e-06
fromnumeric.py,1842,_ravel_dispatcher,2,2,3.92e-07,3.92e-07
fromnumeric.py,1955,_nonzero_dispatcher,13,13,2.787e-06,2.787e-06
fromnumeric.py,2250,_sum_dispatcher,207747,207747,0.042593329,0.042593329
fromnumeric.py,2395,_any_dispatcher,30,30,7.578e-06,7.578e-06
fromnumeric.py,2605,_cumsum_dispatcher,108186,108186,0.027316573,0.027316573
fromnumeric.py,3063,_prod_dispatcher,65882,65882,0.018522584,0.018522584
einsumfunc.py,1049,_einsum_dispatcher,636,636,0.000169549,0.000169549
_stride_tricks_impl.py,354,<genexpr>,216,216,4.9148000000000004e-05,4.9148000000000004e-05
_index_tricks_impl.py,778,__getitem__,1,1,3.0200000000000003e-07,3.0200000000000003e-07
_linalg.py,123,_makearray,6,6,1.4567000000000001e-05,1.9303e-05
_internal.py,537,_view_is_safe,2,2,1.1374000000000002e-05,1.1374000000000002e-05
_type_check_impl.py,265,iscomplexobj,36,36,5.8154000000000006e-05,6.97e-05
_type_check_impl.py,168,_is_type_dispatcher,36,36,8.205e-06,8.205e-06
_stride_tricks_impl.py,30,_maybe_view_as_subclass,72,72,7.259700000000001e-05,7.259700000000001e-05
_arraysetops_impl.py,327,reshape_uniq,1,1,1.0981e-05,6.337e-05
_stride_tricks_impl.py,376,broadcast_to,72,72,0.000100562,0.001433667
_function_base_impl.py,584,asarray_chkfinite,36,36,0.00045125400000000005,0.0008657370000000001
_twodim_base_impl.py,34,_min_int,72,72,9.446400000000001e-05,0.00018707900000000002
_stride_tricks_impl.py,372,_broadcast_to_dispatcher,72,72,1.5098e-05,1.5098e-05
_linalg.py,489,_unary_dispatcher,6,6,1.416e-06,1.416e-06
_linalg.py,2562,_norm_dispatcher,1,1,2.5000000000000004e-07,2.5000000000000004e-07
_arraysetops_impl.py,131,_unpack_tuple,108210,108210,0.059299157000000005,0.098896962
_linalg.py,128,isComplexType,12,12,8.608000000000001e-06,1.1159000000000001e-05
_linalg.py,142,_realType,6,6,5.98e-06,1.1148e-05
_linalg.py,192,_assert_stacked_2d,6,6,2.0814e-05,2.0814e-05
_linalg.py,198,_assert_stacked_square,6,6,6.784000000000001e-06,6.784000000000001e-06
numeric.py,1736,indices,36,36,0.000276958,0.0004954040000000001
fromnumeric.py,2255,sum,207747,207747,0.398531203,1.8457694230000001
numerictypes.py,288,issubclass_,131762,131762,0.12852681800000001,0.22788016900000002
~,0,<method 'conj' of 'numpy.generic' objects>,90,90,0.000222918,0.000222918
~,0,<method '__array_wrap__' of 'numpy.ndarray' objects>,6,6,3.6510000000000003e-06,3.6510000000000003e-06
~,0,<method 'all' of 'numpy.ndarray' objects>,36,36,6.6103e-05,0.00039502600000000004
~,0,<method 'argmax' of 'numpy.ndarray' objects>,66,66,0.000137963,0.000137963
~,0,<method 'argpartition' of 'numpy.ndarray' objects>,6,6,9.919200000000001e-05,9.919200000000001e-05
~,0,<method 'argsort' of 'numpy.ndarray' objects>,108201,108201,0.287234531,0.287234531
~,0,<method 'astype' of 'numpy.ndarray' objects>,45,45,0.00043454800000000004,0.00043454800000000004
~,0,<method 'conj' of 'numpy.ndarray' objects>,348,348,0.00017821000000000002,0.00017821000000000002
~,0,<method 'copy' of 'numpy.ndarray' objects>,35471,35471,0.050397982,0.050397982
~,0,<method 'cumsum' of 'numpy.ndarray' objects>,108186,108186,0.5005313100000001,0.5005313100000001
~,0,<method 'diagonal' of 'numpy.ndarray' objects>,12,12,2.7176000000000002e-05,2.7176000000000002e-05
~,0,<method 'flatten' of 'numpy.ndarray' objects>,108211,108211,0.133812195,0.133812195
~,0,<method 'max' of 'numpy.ndarray' objects>,1,1,3.214e-06,1.4392e-05
~,0,<method 'nonzero' of 'numpy.ndarray' objects>,13,13,0.000388445,0.000388445
~,0,<method 'ravel' of 'numpy.ndarray' objects>,8,8,8.438000000000001e-06,8.438000000000001e-06
~,0,<method 'reshape' of 'numpy.ndarray' objects>,309,309,0.000544953,0.0006753670000000001
~,0,<method 'searchsorted' of 'numpy.ndarray' objects>,1,1,6.883000000000001e-06,6.883000000000001e-06
~,0,<method 'sort' of 'numpy.ndarray' objects>,36,36,0.45915953800000003,0.45915953800000003
~,0,<method 'transpose' of 'numpy.ndarray' objects>,80,80,8.731e-05,8.731e-05
~,0,<method 'view' of 'numpy.ndarray' objects>,104,104,0.00019973200000000002,0.000312527
~,0,<built-in method numpy.array>,91,91,0.00026366000000000003,0.00026366000000000003
~,0,<built-in method numpy.asarray>,1047,1047,0.0008004,0.0008004
~,0,<built-in method numpy.asanyarray>,216447,216447,0.052525765,0.052525765
~,0,<built-in method numpy.ascontiguousarray>,1,1,0.001961748,0.001961748
~,0,<built-in method numpy.arange>,146,146,0.000336498,0.000336498
~,0,<built-in method numpy.zeros>,71128,71128,0.055933356000000004,0.055933356000000004
~,0,<built-in method numpy._core._multiarray_umath.count_nonzero>,65881,65881,0.034807787,0.034807787
~,0,<built-in method numpy.empty>,108306,108306,0.205868781,0.205868781
~,0,<built-in method numpy._core._multiarray_umath.c_einsum>,138,138,0.001395153,0.001395153
~,0,<built-in method numpy.promote_types>,20,20,7.004e-06,7.004e-06
~,0,<built-in method numpy.lib.array_utils.normalize_axis_index>,17,17,8.135000000000001e-06,8.135000000000001e-06
~,0,<built-in method numpy._core._multiarray_umath._make_extobj>,7,7,1.7688e-05,1.7688e-05
~,0,<method '__exit__' of 'numpy.nditer' objects>,72,72,3.8208000000000004e-05,3.8208000000000004e-05
~,0,<method 'reduce' of 'numpy.ufunc' objects>,273696,273696,1.164937852,1.164937852
~,0,<method 'outer' of 'numpy.ufunc' objects>,36,36,0.00028384600000000003,0.00028384600000000003
getlimits.py,699,min,72,72,4.1765000000000004e-05,4.1765000000000004e-05
multiarray.py,83,empty_like,36,36,7.0200000000000006e-06,7.0200000000000006e-06
multiarray.py,361,where,65893,65893,0.018230411000000002,0.018230411000000002
fromnumeric.py,1208,argmax,66,66,0.000170816,0.000431438
_methods.py,67,_all,36,36,3.5628000000000005e-05,0.000328923
numerictypes.py,470,issubdtype,65881,65881,0.172115549,0.41251073400000005
fromnumeric.py,1639,diagonal,12,12,3.2281000000000005e-05,6.8986e-05
fromnumeric.py,1846,ravel,2,2,4.4890000000000006e-06,1.6703000000000003e-05
multiarray.py,161,concatenate,34,34,5.886e-06,5.886e-06
fromnumeric.py,2400,any,30,30,7.567e-05,0.00044310800000000005
fromnumeric.py,3068,prod,65882,65882,0.11584654700000001,0.840309979
_ufunc_config.py,426,__exit__,6,6,8.492000000000001e-06,1.8565000000000003e-05
fromnumeric.py,828,argpartition,6,6,1.2874e-05,0.000135014
fromnumeric.py,1085,argsort,8,8,1.2400000000000002e-05,7.943800000000001e-05
fromnumeric.py,1402,searchsorted,1,1,1.757e-06,1.4825000000000001e-05
_methods.py,42,_amax,1,1,1.0110000000000001e-06,1.1178e-05
fromnumeric.py,2609,cumsum,108186,108186,0.141959116,0.825551086
multiarray.py,678,result_type,6,6,1.184e-06,1.184e-06
multiarray.py,750,dot,348,348,6.485800000000001e-05,6.485800000000001e-05
multiarray.py,1089,copyto,36,36,9.073000000000001e-06,9.073000000000001e-06
multiarray.py,1185,packbits,1,1,4.2700000000000005e-07,4.2700000000000005e-07
multiarray.py,1243,unpackbits,1,1,3.3e-07,3.3e-07
numeric.py,59,_zeros_like_dispatcher,36,36,8.069e-06,8.069e-06
numeric.py,456,_count_nonzero_dispatcher,65881,65881,0.014854143,0.014854143
numeric.py,1433,_moveaxis_dispatcher,2,2,4.09e-07,4.09e-07
_ufunc_config.py,400,__init__,6,6,3.107e-06,3.107e-06
_twodim_base_impl.py,371,tri,36,36,0.00017095100000000002,0.0008876660000000001
_twodim_base_impl.py,159,eye,6,6,5.9000000000000004e-05,7.5802e-05
fromnumeric.py,89,_wrapreduction_any_all,30,30,0.00011805700000000001,0.00036743800000000004
getlimits.py,712,max,72,72,5.085e-05,5.085e-05
numeric.py,65,zeros_like,36,36,0.00039163500000000004,0.00048462600000000005
fromnumeric.py,51,_wrapfunc,108280,108280,0.13936232,0.684476375
_internal.py,278,data_as,720,720,0.0006111430000000001,0.002248155
_twodim_base_impl.py,888,tril_indices,36,36,0.00027077300000000003,0.0035534150000000003
__init__.py,517,cast,720,720,0.0016370120000000002,0.0016370120000000002
iostream.py,584,_rotate_buffer,1,1,1.4495000000000001e-05,1.5364e-05
iostream.py,165,_check_mp_mode,1,1,2.432e-06,5.3910000000000006e-06
iostream.py,162,_is_master_process,1,1,1.5690000000000001e-06,2.9590000000000004e-06
iostream.py,219,<lambda>,1,1,9.311000000000001e-06,0.00035639300000000004
iostream.py,214,send_multipart,1,1,3.937000000000001e-06,7.358500000000001e-05
iostream.py,466,_schedule_in_thread,1,1,4.531e-06,5.8439e-05
iostream.py,577,_flush_buffer,1,1,8.123e-06,2.6005000000000003e-05
iostream.py,198,closed,1,1,4.7400000000000004e-07,4.7400000000000004e-07
iostream.py,202,schedule,1,1,1.1195e-05,6.964800000000001e-05
iostream.py,221,_really_send,1,1,1.4295000000000001e-05,0.000347082
zmqstream.py,533,sending,2,2,3.682e-06,2.1655000000000002e-05
zmqstream.py,547,_run_callback,2,2,1.3016e-05,0.00047843200000000004
zmqstream.py,654,_rebuild_io_state,2,2,1.3957e-05,0.000118913
iostream.py,107,_handle_event,2,2,1.3782000000000001e-05,0.000430297
zmqstream.py,677,_update_handler,2,2,5.8190000000000005e-06,6.7388e-05
jsonutil.py,39,_ensure_tzinfo,2,2,1.8790000000000001e-06,1.8790000000000001e-06
zmqstream.py,529,receiving,4,4,1.6310000000000001e-06,1.6310000000000001e-06
~,0,<method 'disable' of '_lsprof.Profiler' objects>,1,1,0.00010881500000000001,0.00010881500000000001
session.py,672,sign,1,1,1.161e-06,2.464e-06
session.py,273,msg_header,1,1,4.449e-06,4.5774000000000006e-05
ioloop.py,541,time,2,2,3.57e-06,4.864e-06
ioloop.py,596,call_later,1,1,5.58e-06,5.3908000000000006e-05
session.py,97,json_packer,4,4,1.0814e-05,0.00014631100000000002
queue.py,209,_qsize,2,2,2.815e-06,3.671e-06
ioloop.py,742,_run_callback,1,1,7.391e-06,0.000479918
session.py,599,msg_id,1,1,7.279e-06,1.2250000000000001e-05
session.py,280,extract_header,1,1,5.064e-06,5.237e-06
session.py,201,utcnow,1,1,7.072e-06,3.8814000000000005e-05
session.py,643,msg_header,1,1,5.047e-06,6.582800000000001e-05
attrsettr.py,66,_get_attr_opt,4,4,0.00010213,0.000118565
queue.py,97,empty,2,2,1.308e-05,1.7973000000000002e-05
session.py,646,msg,1,1,8.618000000000001e-06,8.2222e-05
events.py,111,__init__,1,1,4.098e-06,1.4805000000000001e-05
threading.py,601,is_set,1,1,2.4700000000000003e-07,2.4700000000000003e-07
selectors.py,275,_key_from_fd,2,2,2.842e-06,2.842e-06
base_events.py,543,_check_closed,1,1,3.0200000000000003e-07,3.0200000000000003e-07
traitlets.py,2373,validate,1,1,3.7930000000000004e-06,5.016e-06
base_events.py,1907,_add_callback,2,2,6.6140000000000005e-06,8.318e-06
traitlets.py,689,__get__,14,14,1.3083000000000002e-05,2.1146e-05
base_events.py,738,time,5,5,8.693000000000001e-06,1.4210000000000001e-05
base_events.py,2017,get_debug,1,1,4.25e-07,4.25e-07
base_events.py,747,call_later,1,1,5.1430000000000006e-06,3.3e-05
encoder.py,183,encode,4,4,1.5694000000000003e-05,0.000110026
traitlets.py,720,__set__,1,1,3.983000000000001e-06,2.9634e-05
typing.py,1492,__subclasscheck__,2,2,6.8060000000000006e-06,2.1573e-05
events.py,36,__init__,1,1,8.804e-06,1.0707000000000001e-05
__init__.py,183,dumps,4,4,1.8595e-05,0.000130684
encoder.py,105,__init__,4,4,2.063e-06,2.063e-06
traitlets.py,731,_validate,1,1,8.378e-06,2.0699000000000003e-05
typing.py,2187,cast,3,3,5.7e-07,5.7e-07
threading.py,1155,_wait_for_tstate_lock,1,1,3.751e-06,5.03e-06
typing.py,392,inner,6,6,2.9451000000000003e-05,4.5436000000000003e-05
typing.py,1285,__hash__,4,4,1.3746e-05,1.5985e-05
typing.py,1221,__instancecheck__,2,2,7.418000000000001e-06,2.8991e-05
~,0,<built-in method _contextvars.copy_context>,1,1,1.478e-06,1.478e-06
threading.py,1222,is_alive,1,1,5.3840000000000005e-06,1.0661e-05
