filename,lineno,func,prim_calls,total_calls,tottime,cumtime,molecule
iostream.py,577,_flush_buffer,1,1,6.916e-06,2.5292e-05,H2O
iostream.py,198,closed,1,1,4.79e-07,4.79e-07,H2O
iostream.py,202,schedule,1,1,1.1008e-05,7.1673e-05,H2O
iostream.py,221,_really_send,1,1,1.5699e-05,0.001212937,H2O
zmqstream.py,533,sending,2,2,3.8110000000000004e-06,2.2333e-05,H2O
zmqstream.py,547,_run_callback,2,2,3.1310000000000003e-05,0.0013824430000000001,H2O
zmqstream.py,654,_rebuild_io_state,2,2,1.5347e-05,0.000134375,H2O
iostream.py,107,_handle_event,2,2,1.5464e-05,0.0013080580000000002,H2O
zmqstream.py,677,_update_handler,2,2,6.339000000000001e-06,7.787e-05,H2O
jsonutil.py,39,_ensure_tzinfo,2,2,1.54e-06,1.54e-06,H2O
zmqstream.py,529,receiving,4,4,2.093e-06,2.093e-06,H2O
~,0,<method 'disable' of '_lsprof.Profiler' objects>,1,1,0.00013633000000000002,0.00013633000000000002,H2O
session.py,672,sign,1,1,1.4310000000000001e-06,2.6650000000000003e-06,H2O
session.py,273,msg_header,1,1,4.932e-06,5.2479000000000004e-05,H2O
ioloop.py,541,time,2,2,3.8280000000000004e-06,5.363e-06,H2O
ioloop.py,596,call_later,1,1,5.387e-06,6.632900000000001e-05,H2O
session.py,97,json_packer,4,4,9.711e-06,0.000120941,H2O
queue.py,209,_qsize,2,2,2.465e-06,3.452e-06,H2O
ioloop.py,742,_run_callback,1,1,6.583e-06,0.000438846,H2O
session.py,599,msg_id,1,1,9.243000000000001e-06,1.4806e-05,H2O
session.py,280,extract_header,1,1,5.468e-06,5.6390000000000006e-06,H2O
session.py,201,utcnow,1,1,8.375e-06,4.4466000000000004e-05,H2O
session.py,643,msg_header,1,1,5.8580000000000005e-06,7.609600000000001e-05,H2O
attrsettr.py,66,_get_attr_opt,4,4,8.211000000000001e-05,9.618800000000001e-05,H2O
queue.py,97,empty,2,2,1.3409000000000002e-05,1.8522e-05,H2O
session.py,646,msg,1,1,9.418e-06,9.489200000000001e-05,H2O
events.py,111,__init__,1,1,4.666e-06,1.5918000000000002e-05,H2O
threading.py,601,is_set,1,1,3.5700000000000003e-07,3.5700000000000003e-07,H2O
selectors.py,275,_key_from_fd,2,2,3.1380000000000003e-06,3.1380000000000003e-06,H2O
base_events.py,543,_check_closed,1,1,2.66e-07,2.66e-07,H2O
traitlets.py,2373,validate,1,1,3.0020000000000002e-06,3.961e-06,H2O
base_events.py,1907,_add_callback,2,2,7.216e-06,9.147e-06,H2O
traitlets.py,689,__get__,14,14,1.2811000000000002e-05,2.3043000000000003e-05,H2O
base_events.py,738,time,5,5,1.0214e-05,1.6270000000000002e-05,H2O
base_events.py,2017,get_debug,1,1,1.42e-07,1.42e-07,H2O
base_events.py,747,call_later,1,1,4.39e-06,3.1887e-05,H2O
encoder.py,183,encode,4,4,1.3490000000000001e-05,8.9268e-05,H2O
traitlets.py,720,__set__,1,1,4.454e-06,2.7567000000000002e-05,H2O
typing.py,1492,__subclasscheck__,2,2,8.172e-06,2.8472e-05,H2O
events.py,36,__init__,1,1,9.13e-06,1.1252e-05,H2O
__init__.py,183,dumps,4,4,1.6017000000000003e-05,0.000107094,H2O
encoder.py,105,__init__,4,4,1.8090000000000002e-06,1.8090000000000002e-06,H2O
traitlets.py,731,_validate,1,1,6.275e-06,1.8449000000000002e-05,H2O
typing.py,2187,cast,3,3,6.970000000000001e-07,6.970000000000001e-07,H2O
threading.py,1155,_wait_for_tstate_lock,1,1,3.2230000000000003e-06,4.454e-06,H2O
typing.py,392,inner,6,6,3.0881000000000005e-05,4.587e-05,H2O
typing.py,1285,__hash__,4,4,1.3018000000000001e-05,1.4989000000000002e-05,H2O
typing.py,1221,__instancecheck__,2,2,8.558e-06,3.703e-05,H2O
~,0,<built-in method _contextvars.copy_context>,1,1,1.98e-06,1.98e-06,H2O
threading.py,1222,is_alive,1,1,5.631e-06,1.0442000000000001e-05,H2O
enum.py,1543,_get_value,42,42,4.5286e-05,6.8644e-05,H2O
enum.py,1550,__or__,8,8,2.9001000000000002e-05,7.9404e-05,H2O
enum.py,1561,__and__,6,6,4.7613e-05,9.217200000000001e-05,H2O
enum.py,720,__call__,20,20,2.4776e-05,4.4197000000000004e-05,H2O
~,0,<method 'set' of '_contextvars.ContextVar' objects>,16,16,5.5821000000000006e-05,5.5821000000000006e-05,CO
~,0,<method 'reset' of '_contextvars.ContextVar' objects>,16,16,3.5571e-05,3.5571e-05,CO
~,0,<method 'run' of '_contextvars.Context' objects>,3,3,1.4909e-05,0.0024975600000000002,CO
~,0,<method 'union' of 'set' objects>,15,15,0.00020332800000000002,0.00020332800000000002,CO
~,0,<method 'get' of 'dict' objects>,1589347,1589347,0.635285008,0.635285008,CO
~,0,<method 'items' of 'dict' objects>,3189321,3189321,0.8910549050000001,0.8910549050000001,CO
~,0,<method 'values' of 'dict' objects>,4,4,1.2969e-05,1.2969e-05,CO
~,0,<method 'update' of 'dict' objects>,90,90,0.000129073,0.000129073,CO
~,0,<method 'copy' of 'dict' objects>,1,1,6.08e-07,6.08e-07,CO
~,0,<method 'append' of 'list' objects>,568,568,0.00044000500000000004,0.00044000500000000004,CO
~,0,<method 'insert' of 'list' objects>,2,2,2.094e-06,2.094e-06,CO
~,0,<method 'extend' of 'list' objects>,2,2,8.18e-07,8.18e-07,CO
~,0,<method 'encode' of 'str' objects>,4,4,4.288e-06,4.288e-06,CO
~,0,<method 'replace' of 'str' objects>,2,2,2.2580000000000002e-06,2.2580000000000002e-06,CO
~,0,<method 'join' of 'str' objects>,400004,400004,4.52648197,9.707595855000001,CO
~,0,<method 'upper' of 'str' objects>,4,4,3.4080000000000002e-06,3.4080000000000002e-06,CO
~,0,<method 'startswith' of 'str' objects>,195,195,7.9824e-05,7.9824e-05,CO
~,0,<method 'format' of 'str' objects>,52,52,3.3255e-05,3.3255e-05,CO
<frozen abc>,121,__subclasscheck__,2,2,4.33e-06,1.106e-05,CO
<frozen abc>,117,__instancecheck__,91,91,0.00019643900000000002,0.0007057490000000001,CO
<frozen importlib._bootstrap>,1390,_handle_fromlist,4,4,1.2453000000000001e-05,1.7652e-05,CO
~,0,<built-in method builtins.abs>,259,259,0.005186154,0.005186154,CO
~,0,<built-in method builtins.all>,90,90,0.000150974,0.000150974,CO
~,0,<built-in method builtins.any>,270,270,0.000515611,0.001018554,CO
~,0,<built-in method builtins.callable>,195,195,0.000133506,0.000133506,CO
~,0,<built-in method builtins.getattr>,2353848,2353848,2.062112322,2.062112322,CO
~,0,<built-in method builtins.hasattr>,70,70,8.3262e-05,8.3262e-05,CO
~,0,<built-in method builtins.hash>,4,4,2.1450000000000002e-06,2.1450000000000002e-06,CO
~,0,<built-in method builtins.isinstance>,2395626,2395630,0.680468115,0.681202152,CO
~,0,<built-in method builtins.issubclass>,2383997,2383997,1.162618133,1.1626291930000001,CO
~,0,<built-in method builtins.iter>,180,180,0.00011458800000000001,0.00011458800000000001,CO
~,0,<built-in method builtins.len>,1559459,1559459,0.43671450300000003,0.43671450300000003,CO
~,0,<built-in method builtins.locals>,1,1,3.221e-06,3.221e-06,CO
~,0,<built-in method builtins.max>,96,96,0.0004940620000000001,0.0004940620000000001,CO
~,0,<built-in method builtins.min>,96,96,0.000446167,0.00045770600000000005,CO
~,0,<built-in method builtins.round>,794608,794608,2.18810273,2.18810273,CO
~,0,<built-in method builtins.sorted>,122,122,0.084554693,0.084554693,CO
~,0,<built-in method builtins.sum>,15,15,3.5756e-05,3.5756e-05,CO
~,0,<method '__exit__' of '_thread.RLock' objects>,1,1,8.760000000000001e-07,8.760000000000001e-07,CO
~,0,<method 'acquire' of '_thread.lock' objects>,1,1,1.638e-06,1.638e-06,CO
~,0,<method '__exit__' of '_thread.lock' objects>,2,2,1.294e-06,1.294e-06,CO
~,0,<method 'close' of '_io.StringIO' objects>,1,1,3.77e-07,3.77e-07,CO
~,0,<method 'getvalue' of '_io.StringIO' objects>,1,1,1.271e-06,1.271e-06,CO
~,0,<built-in method time.time>,2,2,1.824e-06,1.824e-06,CO
~,0,<built-in method time.sleep>,2693,2693,2432.758190973,2734.7935063630002,CO
~,0,<built-in method time.monotonic>,5,5,7.32e-06,7.32e-06,CO
~,0,<built-in method time.process_time>,120,120,0.00105415,0.00105415,CO
~,0,<built-in method time.perf_counter>,120,120,0.000133508,0.000133508,CO
~,0,<built-in method posix.getpid>,4,4,6.16e-06,6.16e-06,CO
~,0,<built-in method posix.getppid>,2694,2694,0.012181356,0.012181356,CO
~,0,<built-in method _abc._abc_instancecheck>,91,91,0.00050931,0.00050931,CO
~,0,<built-in method _abc._abc_subclasscheck>,2,2,6.730000000000001e-06,6.730000000000001e-06,CO
~,0,<method 'append' of 'collections.deque' objects>,4,4,3.6460000000000003e-06,3.6460000000000003e-06,CO
~,0,<method 'popleft' of 'collections.deque' objects>,5,5,3.5270000000000003e-06,3.5270000000000003e-06,CO
~,0,<built-in method _operator.index>,34,34,2.029e-05,2.029e-05,CO
~,0,<built-in method utcnow>,1,1,3.4024000000000005e-05,3.4024000000000005e-05,CO
~,0,<method 'isoformat' of 'datetime.datetime' objects>,2,2,3.2911000000000004e-05,3.2911000000000004e-05,CO
~,0,<method 'replace' of 'datetime.datetime' objects>,1,1,5.5590000000000005e-06,5.5590000000000005e-06,CO
~,0,<built-in method math.ceil>,1,1,1.2140000000000002e-06,1.2140000000000002e-06,CO
~,0,<built-in method _heapq.heappush>,1,1,9.630000000000001e-07,9.630000000000001e-07,CO
~,0,<built-in method _heapq.heappop>,1,1,1.3460000000000001e-06,1.3460000000000001e-06,CO
~,0,<method 'poll' of 'select.epoll' objects>,2,2,5.6559000000000005e-05,0.49617965900000005,CO
enum.py,1128,__new__,20,20,2.0421e-05,2.0421e-05,CO
traitlets.py,2336,_validate_bounds,1,1,9.070000000000001e-07,9.070000000000001e-07,CO
typing.py,1770,_no_init_or_replace_init,1,1,2.156e-06,2.156e-06,CO
encoder.py,205,iterencode,4,4,4.2412e-05,9.000100000000001e-05,CO
selectors.py,451,select,3,3,0.003975633,2696.144463077,CO
traitlets.py,702,set,1,1,5.65e-06,2.4472000000000002e-05,CO
base_events.py,771,call_at,1,1,1.027e-05,2.7791000000000002e-05,CO
traitlets.py,651,get,14,14,1.3245000000000001e-05,1.3245000000000001e-05,CO
traitlets.py,740,_cross_validate,1,1,4.586000000000001e-06,7.583e-06,CO
base_events.py,1922,_run_once,3,3,0.007335250000000001,2696.155233937,CO
events.py,86,_run,3,3,1.9758e-05,0.002517318,CO
selector_events.py,750,_process_events,3,3,1.2992e-05,2.0537e-05,CO
attrsettr.py,43,__getattr__,4,4,5.0096e-05,0.00018679200000000002,CO
socket.py,632,send,8,8,0.001139519,0.001305184,CO
socket.py,709,send_multipart,1,1,2.8804e-05,0.001354086,CO
socket.py,780,recv_multipart,2,2,5.2679e-05,0.000104838,CO
session.py,687,serialize,1,1,1.4752e-05,0.00017560900000000002,CO
session.py,751,send,1,1,2.7239e-05,0.000382899,CO
zmqstream.py,574,_handle_events,2,2,3.6296e-05,0.0019915690000000003,CO
jsonutil.py,108,json_default,2,2,1.0391000000000001e-05,4.7589e-05,CO
zmqstream.py,615,_handle_recv,2,2,1.1105000000000001e-05,0.0016352040000000001,CO
iostream.py,495,_flush,1,1,3.5914e-05,0.00047774000000000004,CO
iostream.py,90,_event_pipe,1,1,4.055e-06,4.055e-06,CO
numeric.py,460,count_nonzero,794620,794620,0.493723689,0.8549601280000001,CO
numeric.py,1373,normalize_axis_tuple,4,4,4.2418e-05,5.0773e-05,CO
_internal.py,448,_promote_fields,1,1,0.00011466900000000001,0.000147057,CO
fromnumeric.py,69,_wrapreduction,3189246,3189246,7.331274509000001,21.614377485000002,CO
numeric.py,1437,moveaxis,2,2,3.2868000000000004e-05,9.991100000000001e-05,CO
_ufunc_config.py,410,__enter__,15,15,6.9755e-05,0.00018142100000000002,CO
_ufunc_config.py,434,inner,1,1,5.4532000000000006e-05,6.0480000000000004e-05,CO
getlimits.py,487,__new__,1589240,1589240,0.965648476,1.6004384520000001,CO
einsumfunc.py,1057,einsum,345,345,0.0013039660000000002,0.185379427,CO
_internal.py,261,__init__,3450,3450,0.007718189,0.007738132000000001,CO
_linalg.py,148,_commonType,15,15,0.00011381500000000001,0.000185631,CO
_function_base_impl.py,249,flip,4,4,3.9441000000000004e-05,5.2914e-05,CO
_stride_tricks_impl.py,349,_broadcast_to,180,180,0.005038414000000001,0.006769494,CO
_arraysetops_impl.py,144,unique,1557950,1557950,3.752284942,30.406846345,CO
_arraysetops_impl.py,342,_unique1d,1557950,1557950,17.063636353,25.07925171,CO
_function_base_impl.py,1324,diff,31,31,0.00047246900000000005,0.000514442,CO
numpy_helper.py,574,transpose,195,195,0.46830830900000003,0.47295262600000004,CO
linalg_helper.py,166,_fill_heff_hermitian,90,90,0.49457281500000005,0.502898834,CO
numpy_helper.py,256,pack_tril,15,15,0.020232972000000002,0.020584801,CO
linalg_helper.py,1409,_qr,15,15,0.044731223,0.053717028,CO
misc.py,702,check_sanity,15,15,0.000258249,0.00033807300000000004,CO
numpy_helper.py,478,take_2d,90,90,0.20539300300000002,0.210262839,CO
linalg_helper.py,1466,_sort_elast,75,75,0.004914503000000001,0.012428577000000001,CO
linalg_helper.py,1490,_normalize_xt_,78,78,0.5470783810000001,0.548748199,CO
_util.py,410,_asarray_validated,90,90,0.0014917810000000002,0.008631257,CO
linalg_helper.py,291,davidson1,15,15,0.29095407,1555.52893578,CO
linalg_helper.py,1432,_outprod_to_subspace,180,180,0.531098049,0.6847595900000001,CO
lapack.py,1059,_check_work_float,180,180,0.0009565190000000001,0.0009565190000000001,CO
_util.py,1203,wrapper,90,90,0.002890057,0.028339775,CO
_decomp.py,284,eigh,90,90,0.010490414,0.025147075,CO
addons.py,190,_convert,120,120,0.060659925,0.070084382,CO
addons.py,60,restore,240,240,0.00417859,0.076444074,CO
rdm.py,123,make_rdm12_spin1,15,15,8.16810101,8.168231135000001,CO
selected_ci.py,175,cre_des_linkstr,120,120,0.26845616,0.285516814,CO
rdm.py,91,make_rdm1_spin1,60,60,0.41696956700000004,0.41991470000000003,CO
direct_spin1.py,178,absorb_h1e,15,15,0.007243521,0.028935513000000003,CO
cistring.py,113,_strs2occslst,30,30,0.0050115920000000005,0.005681268000000001,CO
direct_spin1.py,549,_get_init_guess,15,15,0.001802542,0.043574810000000005,CO
direct_spin1.py,847,__init__,15,15,8.9041e-05,8.9041e-05,CO
selected_ci.py,194,des_des_linkstr,60,60,0.9505963780000001,1.247256641,CO
selected_ci.py,48,contract_2e,90,90,45.220870052,45.272710973,CO
selected_ci.py,289,make_hdiag,15,15,0.23241708800000002,0.239739732,CO
selected_ci.py,313,kernel_fixed_space,15,15,0.0019285690000000002,1608.182854033,CO
selected_ci.py,519,make_rdm2s,15,15,6.043338108,6.089472831,CO
bit_array.py,67,__init__,1,1,2.1571e-05,2.5292e-05,CO
subsampling.py,96,postselect_by_hamming_right_and_left,1,1,0.000536586,0.009530953,CO
ipython-input-3795278461.py,92,work_fn,1,1,0.000244766,2695.639156083,CO
fermion.py,476,solve_sci,15,15,0.024685916000000002,2494.297742024,CO
fermion.py,66,__post_init__,15,15,0.000154208,0.00020644,CO
subsampling.py,147,subsample,5,5,0.014053874000000001,0.024727805000000002,CO
configuration_recovery.py,59,recover_configurations,4,4,1.753496388,51.856392098,CO
fermion.py,149,diagonalize_fermionic_hamiltonian,1,1,0.035151462,2695.6388860250004,CO
configuration_recovery.py,181,_bipartite_bitstring_correcting,400000,400000,89.24693109600001,184.167871033,CO
fermion.py,377,<lambda>,15,15,1.1539e-05,1.1539e-05,CO
configuration_recovery.py,162,_p_flip_1_to_0,8968448,8968448,5.415319498000001,10.386115329,CO
<string>,2,__init__,15,15,0.00021400800000000002,0.000420448,CO
fermion.py,428,_unique_with_order_preserved,20,20,0.000160413,0.001313801,CO
configuration_recovery.py,131,_p_flip_0_to_1,20800000,20800000,9.717517425,9.717517425,CO
counts.py,45,bit_array_to_arrays,1,1,0.00019213000000000002,0.03615451,CO
counts.py,186,bitstring_matrix_to_integers,30,30,0.002857309,0.002929136,CO
fermion.py,435,solve_sci_batch,5,5,0.009062066,2494.3068040900002,CO
bit_array.py,157,num_shots,1,1,3.095e-06,3.095e-06,CO
bit_array.py,144,array,1,1,1.5040000000000001e-06,1.5040000000000001e-06,CO
bit_array.py,37,_min_num_bytes,1,1,1.302e-06,1.302e-06,CO
bit_array.py,149,num_bits,1,1,9.327e-06,9.327e-06,CO
addons.py,822,_unpack_nelec,255,255,0.000613729,0.0009429810000000001,CO
selected_ci.py,769,get_init_guess,15,15,0.0002153,0.043978236000000004,CO
selected_ci.py,903,_all_linkstr_index,15,15,0.000200831,0.53473071,CO
addons.py,206,_stand_sym_code,240,240,0.0009184970000000001,0.001089897,CO
direct_spin1.py,920,eig,15,15,0.028792347000000003,1607.296318477,CO
selected_ci.py,568,make_rdm2,15,15,0.088820963,885.4915374100001,CO
selected_ci.py,346,hop,90,90,0.002280784,1605.024079983,CO
selected_ci.py,812,make_rdm1s,30,30,0.000437149,0.574490434,CO
selected_ci.py,830,make_rdm2,15,15,0.000258269,885.491939705,CO
selected_ci.py,758,contract_2e,90,90,0.018984387000000002,1605.018824594,CO
logger.py,142,debug,105,105,0.000156458,0.000156458,CO
logger.py,146,debug1,33,33,1.8608000000000002e-05,1.8608000000000002e-05,CO
logger.py,182,timer_debug1,90,90,0.000405463,0.0012777300000000001,CO
logger.py,200,__init__,15,15,4.3367e-05,0.000208593,CO
_sparse.py,10,issparse,90,90,0.000181573,0.001380338,CO
configuration_recovery.py,122,<genexpr>,21200000,21200000,5.181113885,5.181113885,CO
__init__.py,96,_xla_gc_callback,1154,1154,0.002899871,0.002899871,CO
direct_spin1.py,926,<lambda>,90,90,0.0008994890000000001,1605.024979472,CO
selected_ci.py,926,_as_SCIvector,210,210,0.000533136,0.003148231,CO
selected_ci.py,931,_as_SCIvector_if_not,45,45,4.6174e-05,9.538600000000001e-05,CO
selected_ci.py,893,_unpack,165,165,0.0008498500000000001,0.001612907,CO
selected_ci.py,484,make_rdm1s,30,30,0.000719456,0.573875208,CO
selected_ci.py,189,cre_des_linkstr_tril,30,30,7.800500000000001e-05,0.057791671,CO
selected_ci.py,230,des_des_linkstr_tril,30,30,0.000277965,0.47673820800000005,CO
selected_ci.py,350,<lambda>,75,75,0.107549077,0.107549077,CO
selected_ci.py,739,__init__,15,15,6.537200000000001e-05,0.000154413,CO
selected_ci.py,818,make_rdm1,15,15,0.000535292,0.28123253400000003,CO
selected_ci.py,914,__array_finalize__,405,405,0.001508669,0.0019197130000000002,CO
_misc.py,181,_datacopied,90,90,4.6144000000000004e-05,4.6144000000000004e-05,CO
lapack.py,1055,<genexpr>,270,270,0.0004928020000000001,0.0014493210000000002,CO
logger.py,219,new_logger,15,15,0.000108307,0.000344565,CO
blas.py,395,getter,90,90,0.000596356,0.0010729840000000001,CO
lapack.py,1025,_compute_lwork,90,90,0.00242962,0.0043310430000000006,CO
misc.py,677,check_sanity,15,15,0.00026498600000000004,0.000879181,CO
core.py,6607,isMaskedArray,90,90,0.00012390100000000002,0.00016692,CO
asyncio.py,200,_handle_events,2,2,7.472000000000001e-06,0.001999041,CO
asyncio.py,210,call_at,1,1,8.926e-06,4.8664e-05,CO
_twodim_base_impl.py,968,<genexpr>,270,270,0.003341323,0.010560058,CO
_linalg.py,493,inv,15,15,0.0008959230000000001,0.001597431,CO
_function_base_impl.py,343,iterable,180,180,0.00020446,0.000319048,CO
_function_base_impl.py,245,_flip_dispatcher,4,4,1.024e-06,1.024e-06,CO
_function_base_impl.py,1320,_diff_dispatcher,31,31,9.477000000000001e-06,9.477000000000001e-06,CO
_arraysetops_impl.py,139,_unique_dispatcher,1557950,1557950,0.351068892,0.351068892,CO
fromnumeric.py,1959,nonzero,31,31,3.6902e-05,0.000313802,CO
fromnumeric.py,824,_argpartition_dispatcher,15,15,9.652e-06,9.652e-06,CO
fromnumeric.py,1081,_argsort_dispatcher,25,25,8.509000000000001e-06,8.509000000000001e-06,CO
fromnumeric.py,1204,_argmax_dispatcher,165,165,6.1122e-05,6.1122e-05,CO
fromnumeric.py,1398,_searchsorted_dispatcher,5,5,3.921e-06,3.921e-06,CO
fromnumeric.py,1635,_diagonal_dispatcher,30,30,1.2497e-05,1.2497e-05,CO
fromnumeric.py,1955,_nonzero_dispatcher,31,31,6.581e-06,6.581e-06,CO
fromnumeric.py,2250,_sum_dispatcher,2394625,2394625,0.49255815100000006,0.49255815100000006,CO
fromnumeric.py,2395,_any_dispatcher,75,75,2.1225e-05,2.1225e-05,CO
fromnumeric.py,2605,_cumsum_dispatcher,1557887,1557887,0.377153202,0.377153202,CO
fromnumeric.py,3063,_prod_dispatcher,794621,794621,0.21739559,0.21739559,CO
einsumfunc.py,1049,_einsum_dispatcher,1590,1590,0.001149587,0.001149587,CO
_stride_tricks_impl.py,354,<genexpr>,540,540,0.0004902190000000001,0.000502943,CO
_index_tricks_impl.py,778,__getitem__,4,4,2.5690000000000003e-06,2.5690000000000003e-06,CO
_linalg.py,123,_makearray,15,15,8.42e-05,0.00011174600000000001,CO
_internal.py,537,_view_is_safe,2,2,1.1459e-05,1.1459e-05,CO
_type_check_impl.py,265,iscomplexobj,90,90,0.000260188,0.00031544600000000004,CO
_type_check_impl.py,168,_is_type_dispatcher,90,90,2.6002000000000003e-05,2.6002000000000003e-05,CO
_stride_tricks_impl.py,30,_maybe_view_as_subclass,180,180,0.000179939,0.000179939,CO
_arraysetops_impl.py,327,reshape_uniq,1,1,1.1321e-05,6.5537e-05,CO
_stride_tricks_impl.py,376,broadcast_to,180,180,0.000401307,0.007170801,CO
_function_base_impl.py,584,asarray_chkfinite,90,90,0.003265514,0.005592218,CO
_twodim_base_impl.py,34,_min_int,180,180,0.0005060560000000001,0.0010815220000000001,CO
_stride_tricks_impl.py,372,_broadcast_to_dispatcher,180,180,4.7934000000000006e-05,4.7934000000000006e-05,CO
_linalg.py,489,_unary_dispatcher,15,15,8.769e-06,8.769e-06,CO
_arraysetops_impl.py,131,_unpack_tuple,1557950,1557950,0.766443835,1.202092571,CO
_linalg.py,128,isComplexType,30,30,1.8346e-05,2.6852000000000003e-05,CO
_linalg.py,142,_realType,15,15,2.7758e-05,4.4813000000000006e-05,CO
_linalg.py,192,_assert_stacked_2d,15,15,3.9314000000000003e-05,3.9314000000000003e-05,CO
_linalg.py,198,_assert_stacked_square,15,15,2.9039e-05,2.9039e-05,CO
numeric.py,1736,indices,90,90,0.001338502,0.002601667,CO
fromnumeric.py,2255,sum,2394625,2394625,3.9514540030000003,18.613377292000003,CO
numerictypes.py,288,issubclass_,1589240,1589240,1.2732975050000002,2.293071265,CO
~,0,<method 'conj' of 'numpy.generic' objects>,273,273,0.004513537000000001,0.004513537000000001,CO
~,0,<method '__array_wrap__' of 'numpy.ndarray' objects>,15,15,1.5186000000000002e-05,1.5186000000000002e-05,CO
~,0,<method 'all' of 'numpy.ndarray' objects>,90,90,0.00037075400000000005,0.0021843070000000003,CO
~,0,<method 'argmax' of 'numpy.ndarray' objects>,165,165,0.000769853,0.000769853,CO
~,0,<method 'argpartition' of 'numpy.ndarray' objects>,15,15,0.013483579,0.013483579,CO
~,0,<method 'argsort' of 'numpy.ndarray' objects>,1557932,1557932,3.7593619670000002,3.7593619670000002,CO
~,0,<method 'astype' of 'numpy.ndarray' objects>,119,119,0.003154193,0.003154193,CO
~,0,<method 'conj' of 'numpy.ndarray' objects>,966,966,0.001723771,0.001723771,CO
~,0,<method 'copy' of 'numpy.ndarray' objects>,400015,400015,0.527170173,0.527170173,CO
~,0,<method 'cumsum' of 'numpy.ndarray' objects>,1557887,1557887,6.069830427,6.069830427,CO
~,0,<method 'diagonal' of 'numpy.ndarray' objects>,30,30,0.00017694000000000002,0.00017694000000000002,CO
~,0,<method 'flatten' of 'numpy.ndarray' objects>,1557954,1557954,1.6799428150000002,1.6799428150000002,CO
~,0,<method 'nonzero' of 'numpy.ndarray' objects>,31,31,0.00020784400000000002,0.00020784400000000002,CO
~,0,<method 'ravel' of 'numpy.ndarray' objects>,15,15,3.3627e-05,3.3627e-05,CO
~,0,<method 'reshape' of 'numpy.ndarray' objects>,772,772,0.004972418,0.005743182,CO
~,0,<method 'searchsorted' of 'numpy.ndarray' objects>,5,5,0.000108843,0.000108843,CO
~,0,<method 'sort' of 'numpy.ndarray' objects>,93,93,0.476131952,0.476131952,CO
~,0,<method 'transpose' of 'numpy.ndarray' objects>,197,197,0.000495086,0.000495086,CO
~,0,<method 'view' of 'numpy.ndarray' objects>,257,257,0.0016406670000000002,0.002801075,CO
~,0,<built-in method numpy.array>,226,226,1.5121872250000001,1.5121872250000001,CO
~,0,<built-in method numpy.asarray>,2993,2993,0.03158022,0.03158022,CO
~,0,<built-in method numpy.asanyarray>,3115961,3115961,0.6360183060000001,0.6360183060000001,CO
~,0,<built-in method numpy.ascontiguousarray>,1,1,0.004733431000000001,0.004733431000000001,CO
~,0,<built-in method numpy.arange>,373,373,0.004467284,0.004467284,CO
~,0,<built-in method numpy.zeros>,800555,800555,0.802107876,0.802107876,CO
~,0,<built-in method numpy._core._multiarray_umath.count_nonzero>,794620,794620,0.361236439,0.361236439,CO
~,0,<built-in method numpy.empty>,1558310,1558310,2.3978294300000003,2.3978294300000003,CO
~,0,<built-in method numpy._core._multiarray_umath.c_einsum>,345,345,0.18407546100000002,0.18407546100000002,CO
~,0,<built-in method numpy.promote_types>,52,52,1.1581000000000001e-05,1.1581000000000001e-05,CO
~,0,<built-in method numpy.lib.array_utils.normalize_axis_index>,35,35,1.7747e-05,1.7747e-05,CO
~,0,<built-in method numpy._core._multiarray_umath._make_extobj>,16,16,6.051e-05,6.051e-05,CO
~,0,<method '__exit__' of 'numpy.nditer' objects>,180,180,0.00015001,0.00015001,CO
~,0,<method 'reduce' of 'numpy.ufunc' objects>,3189411,3189411,11.842410387000001,11.842410387000001,CO
~,0,<method 'outer' of 'numpy.ufunc' objects>,90,90,0.002520356,0.002520356,CO
getlimits.py,699,min,180,180,0.000192291,0.000192291,CO
multiarray.py,361,where,794638,794638,0.202061406,0.202061406,CO
fromnumeric.py,1208,argmax,165,165,0.001390958,0.002867582,CO
_methods.py,67,_all,90,90,0.000183474,0.001813553,CO
numerictypes.py,470,issubdtype,794620,794620,1.8127712480000002,4.248605027,CO
fromnumeric.py,1639,diagonal,30,30,0.000153439,0.000396464,CO
multiarray.py,161,concatenate,87,87,4.1481000000000005e-05,4.1481000000000005e-05,CO
fromnumeric.py,2400,any,75,75,0.00030220000000000003,0.001605517,CO
fromnumeric.py,3068,prod,794621,794621,1.290264227,8.921925439,CO
_ufunc_config.py,426,__exit__,15,15,2.8221000000000003e-05,6.250900000000001e-05,CO
fromnumeric.py,828,argpartition,15,15,0.000107311,0.013741488000000001,CO
fromnumeric.py,1085,argsort,25,25,8.1742e-05,0.062393633000000004,CO
fromnumeric.py,1402,searchsorted,5,5,1.8118000000000002e-05,0.00016442300000000002,CO
fromnumeric.py,2609,cumsum,1557887,1557887,1.894730239,10.178657631,CO
multiarray.py,678,result_type,15,15,4.2120000000000005e-06,4.2120000000000005e-06,CO
multiarray.py,750,dot,966,966,0.00045284000000000004,0.00045284000000000004,CO
multiarray.py,1185,packbits,1,1,2.86e-07,2.86e-07,CO
multiarray.py,1243,unpackbits,1,1,2.67e-07,2.67e-07,CO
numeric.py,456,_count_nonzero_dispatcher,794620,794620,0.179250609,0.179250609,CO
numeric.py,1433,_moveaxis_dispatcher,2,2,4.78e-07,4.78e-07,CO
_ufunc_config.py,400,__init__,15,15,1.1701e-05,1.1701e-05,CO
