filename,lineno,func,prim_calls,total_calls,tottime,cumtime
fermion.py,476,solve_sci,15,15,0.01720305,2386.938087173
fermion.py,66,__post_init__,15,15,0.00016200400000000002,0.00022593500000000002
subsampling.py,147,subsample,5,5,0.01416969,0.024651873
configuration_recovery.py,59,recover_configurations,4,4,1.6481138370000001,51.693779677
fermion.py,149,diagonalize_fermionic_hamiltonian,1,1,0.02853485,2591.603662596
configuration_recovery.py,181,_bipartite_bitstring_correcting,400000,400000,90.88943583700001,187.70703333400002
fermion.py,377,<lambda>,15,15,8.041e-06,8.041e-06
configuration_recovery.py,162,_p_flip_1_to_0,9101232,9101232,5.537497522000001,10.606053035
<string>,2,__init__,15,15,0.000220298,0.00044623300000000004
fermion.py,428,_unique_with_order_preserved,20,20,0.00010363700000000001,0.001075032
configuration_recovery.py,131,_p_flip_0_to_1,20800000,20800000,9.825337307,9.825337307
counts.py,45,bit_array_to_arrays,1,1,0.00018956300000000001,0.039667655
counts.py,186,bitstring_matrix_to_integers,30,30,0.002394097,0.0024556590000000002
fermion.py,435,solve_sci_batch,5,5,0.021855521000000003,2386.7472313920002
bit_array.py,157,num_shots,1,1,2.672e-06,2.672e-06
bit_array.py,144,array,1,1,1.3100000000000002e-06,1.3100000000000002e-06
bit_array.py,37,_min_num_bytes,1,1,1.534e-06,1.534e-06
bit_array.py,149,num_bits,1,1,6.202e-06,6.202e-06
addons.py,822,_unpack_nelec,253,253,0.00060988,0.000947827
selected_ci.py,769,get_init_guess,15,15,0.00018490000000000002,0.028145525
selected_ci.py,903,_all_linkstr_index,15,15,0.00020441600000000002,0.5496932400000001
addons.py,206,_stand_sym_code,236,236,0.0009342290000000001,0.001098858
direct_spin1.py,920,eig,15,15,0.035251753000000004,1535.116660615
selected_ci.py,568,make_rdm2,15,15,0.13299164300000002,850.3845880490001
selected_ci.py,346,hop,88,88,0.002162278,1532.792801109
selected_ci.py,812,make_rdm1s,30,30,0.00039379700000000004,0.5665763530000001
selected_ci.py,830,make_rdm2,15,15,0.000257799,850.384992827
selected_ci.py,758,contract_2e,88,88,0.017799907,1532.7877985670002
logger.py,142,debug,103,103,0.000152477,0.000152477
logger.py,146,debug1,33,33,1.9436e-05,1.9436e-05
logger.py,182,timer_debug1,88,88,0.00039291900000000004,0.001234016
logger.py,200,__init__,15,15,4.9649000000000005e-05,0.000224107
_sparse.py,10,issparse,88,88,0.000166187,0.0013646840000000001
configuration_recovery.py,122,<genexpr>,21200000,21200000,5.2312592890000005,5.2312592890000005
__init__.py,96,_xla_gc_callback,1150,1150,0.0032349830000000003,0.0032349830000000003
direct_spin1.py,926,<lambda>,88,88,0.0008456620000000001,1532.793646771
selected_ci.py,926,_as_SCIvector,206,206,0.000466617,0.003181108
selected_ci.py,931,_as_SCIvector_if_not,45,45,5.1522000000000006e-05,9.6039e-05
selected_ci.py,893,_unpack,163,163,0.0009010180000000001,0.001678112
selected_ci.py,484,make_rdm1s,30,30,0.000666535,0.566026703
selected_ci.py,189,cre_des_linkstr_tril,30,30,8.215300000000001e-05,0.057142358000000004
selected_ci.py,230,des_des_linkstr_tril,30,30,0.000276817,0.49234646600000004
selected_ci.py,350,<lambda>,73,73,0.10030880900000001,0.10030880900000001
selected_ci.py,739,__init__,15,15,7.0932e-05,0.000154532
selected_ci.py,818,make_rdm1,15,15,0.00045445,0.288887017
selected_ci.py,914,__array_finalize__,397,397,0.0016673880000000001,0.002048219
_misc.py,181,_datacopied,88,88,4.1202e-05,4.1202e-05
lapack.py,1055,<genexpr>,264,264,0.000451971,0.001348185
logger.py,219,new_logger,15,15,0.000118795,0.00037134
blas.py,395,getter,88,88,0.000585838,0.001046779
lapack.py,1025,_compute_lwork,88,88,0.002411077,0.004189989
misc.py,677,check_sanity,15,15,0.000251001,0.0008693020000000001
core.py,6607,isMaskedArray,88,88,0.00012105400000000001,0.00016212100000000002
asyncio.py,200,_handle_events,2,2,8.400000000000001e-06,0.002367446
asyncio.py,210,call_at,1,1,9.524e-06,4.6790000000000004e-05
_twodim_base_impl.py,968,<genexpr>,264,264,0.003157729,0.009635909
_linalg.py,493,inv,15,15,0.000929756,0.0016852560000000002
_function_base_impl.py,343,iterable,176,176,0.00023750800000000002,0.000354827
_function_base_impl.py,245,_flip_dispatcher,4,4,1.088e-06,1.088e-06
_function_base_impl.py,1320,_diff_dispatcher,31,31,9.385e-06,9.385e-06
_arraysetops_impl.py,139,_unique_dispatcher,1592154,1592154,0.3499064,0.3499064
fromnumeric.py,1959,nonzero,31,31,4.8319e-05,0.000300234
fromnumeric.py,824,_argpartition_dispatcher,15,15,7.535000000000001e-06,7.535000000000001e-06
fromnumeric.py,1081,_argsort_dispatcher,25,25,6.446000000000001e-06,6.446000000000001e-06
fromnumeric.py,1204,_argmax_dispatcher,161,161,8.734e-05,8.734e-05
fromnumeric.py,1398,_searchsorted_dispatcher,5,5,3.033e-06,3.033e-06
fromnumeric.py,1635,_diagonal_dispatcher,30,30,1.3123000000000001e-05,1.3123000000000001e-05
fromnumeric.py,1955,_nonzero_dispatcher,31,31,6.273000000000001e-06,6.273000000000001e-06
fromnumeric.py,2250,_sum_dispatcher,2395653,2395653,0.47329509200000003,0.47329509200000003
fromnumeric.py,2395,_any_dispatcher,73,73,2.0419000000000002e-05,2.0419000000000002e-05
fromnumeric.py,2605,_cumsum_dispatcher,1592091,1592091,0.381708665,0.381708665
fromnumeric.py,3063,_prod_dispatcher,795649,795649,0.22034529700000002,0.22034529700000002
einsumfunc.py,1049,_einsum_dispatcher,1562,1562,0.001105578,0.001105578
_stride_tricks_impl.py,354,<genexpr>,528,528,0.0004957270000000001,0.000508424
_index_tricks_impl.py,778,__getitem__,4,4,2.954e-06,2.954e-06
_linalg.py,123,_makearray,15,15,6.7017e-05,0.00012967500000000002
_internal.py,537,_view_is_safe,2,2,1.0748000000000001e-05,1.0748000000000001e-05
_type_check_impl.py,265,iscomplexobj,88,88,0.000236087,0.00041064700000000004
_type_check_impl.py,168,_is_type_dispatcher,88,88,2.5711e-05,2.5711e-05
_stride_tricks_impl.py,30,_maybe_view_as_subclass,176,176,0.00016997800000000002,0.00016997800000000002
_arraysetops_impl.py,327,reshape_uniq,1,1,1.2307000000000001e-05,6.6421e-05
_stride_tricks_impl.py,376,broadcast_to,176,176,0.000394349,0.006431277
_function_base_impl.py,584,asarray_chkfinite,88,88,0.0031464320000000002,0.007380326
_twodim_base_impl.py,34,_min_int,176,176,0.000489189,0.001031871
_stride_tricks_impl.py,372,_broadcast_to_dispatcher,176,176,4.6903e-05,4.6903e-05
_linalg.py,489,_unary_dispatcher,15,15,9.047e-06,9.047e-06
_arraysetops_impl.py,131,_unpack_tuple,1592154,1592154,0.795585265,1.240307762
_linalg.py,128,isComplexType,30,30,1.788e-05,2.6441000000000003e-05
_linalg.py,142,_realType,15,15,3.1686e-05,4.8769e-05
_linalg.py,192,_assert_stacked_2d,15,15,3.6830000000000005e-05,3.6830000000000005e-05
_linalg.py,198,_assert_stacked_square,15,15,2.8841e-05,2.8841e-05
numeric.py,1736,indices,88,88,0.0013253310000000001,0.002547366
fromnumeric.py,2255,sum,2395653,2395653,3.9584825940000004,18.834695802000002
numerictypes.py,288,issubclass_,1591296,1591296,1.2795227450000002,2.335967622
~,0,<method 'conj' of 'numpy.generic' objects>,256,256,0.002731878,0.002731878
~,0,<method '__array_wrap__' of 'numpy.ndarray' objects>,15,15,1.4350000000000002e-05,1.4350000000000002e-05
~,0,<method 'all' of 'numpy.ndarray' objects>,88,88,0.000363087,0.004097838
~,0,<method 'argmax' of 'numpy.ndarray' objects>,161,161,0.000779755,0.000779755
~,0,<method 'argpartition' of 'numpy.ndarray' objects>,15,15,0.013646001000000001,0.013646001000000001
~,0,<method 'argsort' of 'numpy.ndarray' objects>,1592136,1592136,3.8786862280000003,3.8786862280000003
~,0,<method 'astype' of 'numpy.ndarray' objects>,117,117,0.003100153,0.003100153
~,0,<method 'conj' of 'numpy.ndarray' objects>,922,922,0.002668586,0.002668586
~,0,<method 'copy' of 'numpy.ndarray' objects>,400015,400015,0.528043241,0.528043241
~,0,<method 'cumsum' of 'numpy.ndarray' objects>,1592091,1592091,6.271852184,6.271852184
~,0,<method 'diagonal' of 'numpy.ndarray' objects>,30,30,0.00015690700000000002,0.00015690700000000002
~,0,<method 'flatten' of 'numpy.ndarray' objects>,1592158,1592158,1.735837056,1.735837056
~,0,<method 'nonzero' of 'numpy.ndarray' objects>,31,31,0.00019038100000000002,0.00019038100000000002
~,0,<method 'ravel' of 'numpy.ndarray' objects>,15,15,2.9258000000000003e-05,2.9258000000000003e-05
~,0,<method 'reshape' of 'numpy.ndarray' objects>,758,758,0.004305665,0.0050615980000000005
~,0,<method 'searchsorted' of 'numpy.ndarray' objects>,5,5,0.00010479300000000001,0.00010479300000000001
~,0,<method 'sort' of 'numpy.ndarray' objects>,93,93,0.46855368000000003,0.46855368000000003
~,0,<method 'transpose' of 'numpy.ndarray' objects>,193,193,0.000529966,0.000529966
~,0,<method 'view' of 'numpy.ndarray' objects>,253,253,0.001590482,0.002893516
~,0,<built-in method numpy.array>,222,222,1.560540599,1.560540599
~,0,<built-in method numpy.asarray>,2901,2901,0.030529780000000003,0.030529780000000003
~,0,<built-in method numpy.asanyarray>,3184369,3184369,0.638044791,0.638044791
~,0,<built-in method numpy.ascontiguousarray>,1,1,0.004755363,0.004755363
~,0,<built-in method numpy.arange>,365,365,0.0032365280000000002,0.0032365280000000002
~,0,<built-in method numpy.zeros>,800549,800549,0.8687571230000001,0.8687571230000001
~,0,<built-in method numpy._core._multiarray_umath.count_nonzero>,795648,795648,0.36192686,0.36192686
~,0,<built-in method numpy.empty>,1592512,1592512,2.440889185,2.440889185
~,0,<built-in method numpy._core._multiarray_umath.c_einsum>,339,339,0.18876551500000002,0.18876551500000002
~,0,<built-in method numpy.promote_types>,52,52,1.2166e-05,1.2166e-05
~,0,<built-in method numpy.lib.array_utils.normalize_axis_index>,35,35,1.4964000000000001e-05,1.4964000000000001e-05
~,0,<built-in method numpy._core._multiarray_umath._make_extobj>,16,16,6.0978000000000005e-05,6.0978000000000005e-05
~,0,<method '__exit__' of 'numpy.nditer' objects>,176,176,0.00015887600000000002,0.00015887600000000002
~,0,<method 'reduce' of 'numpy.ufunc' objects>,3191463,3191463,12.007087386,12.007087386
~,0,<method 'outer' of 'numpy.ufunc' objects>,88,88,0.0025135870000000003,0.0025135870000000003
getlimits.py,699,min,176,176,0.00018841700000000002,0.00018841700000000002
multiarray.py,361,where,795666,795666,0.203884053,0.203884053
fromnumeric.py,1208,argmax,161,161,0.001262092,0.002753001
_methods.py,67,_all,88,88,0.00016716000000000002,0.003734751
numerictypes.py,470,issubdtype,795648,795648,1.810893426,4.287552187
fromnumeric.py,1639,diagonal,30,30,0.00013463100000000002,0.00034396400000000004
multiarray.py,161,concatenate,87,87,1.6275000000000003e-05,1.6275000000000003e-05
fromnumeric.py,2400,any,73,73,0.000278113,0.0016287550000000002
fromnumeric.py,3068,prod,795649,795649,1.313238441,9.094797549
_ufunc_config.py,426,__exit__,15,15,2.6445000000000002e-05,5.9940000000000005e-05
fromnumeric.py,828,argpartition,15,15,0.000111031,0.013893817000000001
fromnumeric.py,1085,argsort,25,25,9.064e-05,0.07891903900000001
fromnumeric.py,1402,searchsorted,5,5,1.9616e-05,0.000159982
fromnumeric.py,2609,cumsum,1592091,1592091,1.9566434840000002,10.508213312
multiarray.py,678,result_type,15,15,3.9010000000000004e-06,3.9010000000000004e-06
multiarray.py,750,dot,922,922,0.000447637,0.000447637
multiarray.py,1185,packbits,1,1,2.43e-07,2.43e-07
multiarray.py,1243,unpackbits,1,1,2.86e-07,2.86e-07
numeric.py,456,_count_nonzero_dispatcher,795648,795648,0.183984848,0.183984848
numeric.py,1433,_moveaxis_dispatcher,2,2,7.13e-07,7.13e-07
_ufunc_config.py,400,__init__,15,15,1.1474e-05,1.1474e-05
_twodim_base_impl.py,371,tri,88,88,0.00273979,0.008368417000000001
_twodim_base_impl.py,159,eye,15,15,0.00031170700000000004,0.000417198
fromnumeric.py,89,_wrapreduction_any_all,73,73,0.000457417,0.001350642
getlimits.py,712,max,176,176,0.00035426500000000004,0.00035426500000000004
fromnumeric.py,51,_wrapfunc,1592328,1592328,1.76684309,8.646064203
_internal.py,278,data_as,3404,3404,0.00765237,0.032334077
_twodim_base_impl.py,888,tril_indices,88,88,0.003746178,0.024297870000000003
__init__.py,517,cast,3404,3404,0.024622405,0.024681707
iostream.py,584,_rotate_buffer,1,1,2.4519e-05,2.5512000000000002e-05
iostream.py,165,_check_mp_mode,1,1,1.984e-06,5.488000000000001e-06
iostream.py,162,_is_master_process,1,1,1.922e-06,3.5040000000000002e-06
iostream.py,219,<lambda>,1,1,7.189e-06,0.001719699
iostream.py,214,send_multipart,1,1,4.08e-06,8.1068e-05
iostream.py,466,_schedule_in_thread,1,1,5.264e-06,6.1338e-05
