caller_file,caller_line,caller_func,callee_file,callee_line,callee_func,calls,edge_tottime_approx,edge_cumtime_approx,callee_tottime_total,callee_cumtime_total
logger.py,219,new_logger,logger.py,200,__init__,6,2.9866000000000002e-05,7.5488e-05,2.9866000000000002e-05,7.5488e-05
_util.py,410,_asarray_validated,_sparse.py,10,issparse,36,3.9125e-05,0.000212465,3.9125e-05,0.000212465
~,0,<method 'join' of 'str' objects>,configuration_recovery.py,122,<genexpr>,744765,0.343554548,0.343554548,0.343554548,0.343554548
_internal.py,261,__init__,__init__.py,96,_xla_gc_callback,2,1.2238e-05,1.2238e-05,2.4378000000000003e-05,2.4378000000000003e-05
numpy_helper.py,478,take_2d,__init__.py,96,_xla_gc_callback,2,1.214e-05,1.214e-05,2.4378000000000003e-05,2.4378000000000003e-05
linalg_helper.py,291,davidson1,direct_spin1.py,926,<lambda>,36,0.00014861100000000002,0.023343144000000003,0.00014861100000000002,0.023343144000000003
selected_ci.py,48,contract_2e,selected_ci.py,926,_as_SCIvector,36,6.5176e-05,0.000147092,0.000133127,0.00037145
selected_ci.py,313,kernel_fixed_space,selected_ci.py,926,_as_SCIvector,6,5.709000000000001e-06,2.2945e-05,0.000133127,0.00037145
selected_ci.py,769,get_init_guess,selected_ci.py,926,_as_SCIvector,6,8.434000000000001e-06,3.1079000000000005e-05,0.000133127,0.00037145
selected_ci.py,346,hop,selected_ci.py,926,_as_SCIvector,36,5.3808000000000004e-05,0.000170334,0.000133127,0.00037145
selected_ci.py,812,make_rdm1s,selected_ci.py,931,_as_SCIvector_if_not,12,7.663000000000001e-06,1.1003000000000001e-05,1.1018e-05,1.5799000000000002e-05
selected_ci.py,830,make_rdm2,selected_ci.py,931,_as_SCIvector_if_not,6,3.355e-06,4.796e-06,1.1018e-05,1.5799000000000002e-05
selected_ci.py,48,contract_2e,selected_ci.py,893,_unpack,36,9.685600000000001e-05,0.000187249,0.00016318000000000002,0.00030529600000000004
selected_ci.py,289,make_hdiag,selected_ci.py,893,_unpack,6,1.4264000000000001e-05,2.7618000000000002e-05,0.00016318000000000002,0.00030529600000000004
selected_ci.py,313,kernel_fixed_space,selected_ci.py,893,_unpack,6,1.6724e-05,2.8382e-05,0.00016318000000000002,0.00030529600000000004
selected_ci.py,519,make_rdm2s,selected_ci.py,893,_unpack,6,1.0695e-05,1.9275e-05,0.00016318000000000002,0.00030529600000000004
selected_ci.py,484,make_rdm1s,selected_ci.py,893,_unpack,12,2.4641e-05,4.2772e-05,0.00016318000000000002,0.00030529600000000004
